Duration_sec,Rate_flows_sec,Error_Threshold_pct,Sampling_Ratio_pct,S_Queue,S_Hop,S_Egress
180,0.01,7.0,27.75,1,1,11
180,0.01,8.0,27.75,1,1,11
180,0.03,2.0,100.0,12,3,6
180,0.03,3.0,100.0,2,4,4
180,0.03,4.0,3.4,1,41,36
180,0.03,5.0,3.4,1,31,21
180,0.03,6.0,3.4,1,16,16
180,0.03,7.0,3.4,1,1,11
180,0.03,8.0,3.4,1,1,11
180,0.05,2.0,100.0,6,8,2
180,0.05,3.0,64.52,3,4,1
180,0.05,4.0,11.73,1,10,4
180,0.05,5.0,1.15,1,47,21
180,0.05,6.0,1.15,1,21,16
180,0.05,7.0,1.15,1,16,11
180,0.05,8.0,1.15,1,11,11
180,0.07,2.0,100.0,20,4,8
180,0.07,3.0,100.0,10,2,4
180,0.07,4.0,3.81,1,26,36
180,0.07,5.0,3.81,1,21,21
180,0.07,6.0,3.81,1,16,16
180,0.07,7.0,3.81,1,11,11
180,0.07,8.0,3.81,1,11,11
180,0.09,2.0,100.0,22,2,6
180,0.09,3.0,81.84,9,1,2
180,0.09,4.0,68.2,5,1,2
180,0.09,5.0,54.56,3,1,1
180,0.09,6.0,2.66,1,16,16
180,0.09,7.0,2.66,1,11,11
180,0.09,8.0,2.66,1,11,11
180,0.11,2.0,100.0,8,4,2
180,0.11,3.0,58.93,3,1,2
180,0.11,4.0,1.15,1,16,36
180,0.11,5.0,1.15,1,11,21
180,0.11,6.0,1.15,1,1,16
180,0.11,7.0,1.15,1,1,11
180,0.11,8.0,1.15,1,1,11
180,0.13,2.0,100.0,9,3,6
180,0.13,3.0,100.0,6,2,4
180,0.13,4.0,95.61,2,1,2
180,0.13,5.0,3.11,1,26,21
180,0.13,6.0,3.11,1,21,16
180,0.13,7.0,3.11,1,16,11
180,0.13,8.0,3.11,1,11,11
180,0.15,2.0,60.36,3,1,2
180,0.15,3.0,28.87,5,2,1
180,0.15,4.0,18.37,5,2,1
180,0.15,5.0,10.5,3,2,1
180,0.15,6.0,0.51,1,31,16
180,0.15,7.0,0.51,1,21,11
180,0.15,8.0,0.51,1,16,11
180,0.17,2.0,100.0,6,4,2
180,0.17,3.0,81.9,2,2,1
180,0.17,4.0,1.45,1,21,36
180,0.17,5.0,1.45,1,6,21
180,0.17,6.0,1.45,1,6,16
180,0.17,7.0,1.45,1,6,11
180,0.17,8.0,1.45,1,6,11
180,0.19,2.0,100.0,6,6,2
180,0.19,3.0,61.09,3,3,1
180,0.19,4.0,1.08,1,77,36
180,0.19,5.0,1.08,1,21,21
180,0.19,6.0,1.08,1,11,16
180,0.19,7.0,1.08,1,6,11
180,0.19,8.0,1.08,1,6,11
180,0.21,2.0,47.05,6,1,2
180,0.21,3.0,26.89,8,1,2
180,0.21,4.0,16.8,4,1,2
180,0.21,5.0,6.72,1,3,3
180,0.21,6.0,0.66,1,16,16
180,0.21,7.0,0.66,1,11,11
180,0.21,8.0,0.66,1,1,11
180,0.23,2.0,18.22,9,1,3
180,0.23,3.0,14.17,8,1,2
180,0.23,4.0,12.14,5,1,2
180,0.23,5.0,8.1,4,2,1
180,0.23,6.0,6.07,3,2,1
180,0.23,7.0,4.05,4,2,1
180,0.23,8.0,4.05,3,2,1
180,0.25,2.0,100.0,4,6,2
180,0.25,3.0,61.22,3,3,1
180,0.25,4.0,27.83,1,3,2
180,0.25,5.0,1.09,1,36,21
180,0.25,6.0,1.09,1,26,16
180,0.25,7.0,1.09,1,21,11
180,0.25,8.0,1.09,1,16,11
180,0.27,2.0,52.15,4,1,1
180,0.27,3.0,23.9,5,2,1
180,0.27,4.0,15.21,5,2,1
180,0.27,5.0,8.69,5,3,1
180,0.27,6.0,6.52,1,2,1
180,0.27,7.0,0.42,1,16,11
180,0.27,8.0,0.42,1,11,11
180,0.29,2.0,35.98,3,1,2
180,0.29,3.0,23.13,2,1,2
180,0.29,4.0,17.99,2,1,1
180,0.29,5.0,10.28,2,2,1
180,0.29,6.0,0.5,1,16,16
180,0.29,7.0,0.5,1,11,11
180,0.29,8.0,0.5,1,11,11
180,0.31,2.0,56.24,4,1,2
180,0.31,3.0,26.9,5,2,1
180,0.31,4.0,17.12,4,2,1
180,0.31,5.0,9.78,2,1,1
180,0.31,6.0,0.48,1,16,16
180,0.31,7.0,0.48,1,11,11
180,0.31,8.0,0.48,1,11,11
180,0.33,2.0,39.78,5,1,3
180,0.33,3.0,26.52,3,1,2
180,0.33,4.0,0.65,1,31,36
180,0.33,5.0,0.65,1,26,21
180,0.33,6.0,0.65,1,21,16
180,0.33,7.0,0.65,1,16,11
180,0.33,8.0,0.65,1,11,11
180,0.35,2.0,52.58,8,1,3
180,0.35,3.0,47.8,7,1,2
180,0.35,4.0,33.46,5,2,1
180,0.35,5.0,19.12,2,2,1
180,0.35,6.0,0.93,1,31,16
180,0.35,7.0,0.93,1,16,11
180,0.35,8.0,0.93,1,11,11
180,0.37,2.0,94.65,3,3,1
180,0.37,3.0,39.44,1,5,2
180,0.37,4.0,0.77,1,93,36
180,0.37,5.0,0.77,1,52,21
180,0.37,6.0,0.77,1,31,16
180,0.37,7.0,0.77,1,21,11
180,0.37,8.0,0.77,1,16,11
180,0.39,2.0,11.63,7,1,3
180,0.39,3.0,7.76,8,1,2
180,0.39,4.0,6.79,7,1,1
180,0.39,5.0,3.88,9,2,1
180,0.39,6.0,2.91,8,2,1
180,0.39,7.0,1.94,7,3,1
180,0.39,8.0,1.94,3,3,1
180,0.41,2.0,96.28,3,2,1
180,0.41,3.0,44.13,4,2,1
180,0.41,4.0,28.08,3,2,1
180,0.41,5.0,0.78,1,36,21
180,0.41,6.0,0.78,1,31,16
180,0.41,7.0,0.78,1,21,11
180,0.41,8.0,0.78,1,16,11
180,0.43,2.0,52.19,4,2,1
180,0.43,3.0,23.92,7,2,1
180,0.43,4.0,15.22,7,1,1
180,0.43,5.0,8.7,7,2,1
180,0.43,6.0,6.52,3,2,1
180,0.43,7.0,4.35,2,3,1
180,0.43,8.0,2.17,1,4,2
180,0.45,2.0,31.6,4,1,2
180,0.45,3.0,14.22,7,1,2
180,0.45,4.0,9.48,7,1,2
180,0.45,5.0,6.32,5,2,1
180,0.45,6.0,4.74,1,2,1
180,0.45,7.0,0.31,1,11,11
180,0.45,8.0,0.31,1,11,11
180,0.47,2.0,29.68,4,2,1
180,0.47,3.0,13.6,7,2,1
180,0.47,4.0,8.66,8,2,1
180,0.47,5.0,4.95,9,2,1
180,0.47,6.0,3.71,6,2,1
180,0.47,7.0,3.71,3,2,1
180,0.47,8.0,2.47,2,2,1
180,0.49,2.0,31.99,4,2,1
180,0.49,3.0,14.66,5,2,1
180,0.49,4.0,9.33,4,2,1
180,0.49,5.0,0.26,1,47,21
180,0.49,6.0,0.26,1,31,16
180,0.49,7.0,0.26,1,21,11
180,0.49,8.0,0.26,1,16,11
180,0.51,2.0,42.62,4,1,2
180,0.51,3.0,21.31,4,1,2
180,0.51,4.0,5.33,1,3,4
180,0.51,5.0,0.52,1,21,21
180,0.51,6.0,0.52,1,16,16
180,0.51,7.0,0.52,1,16,11
180,0.51,8.0,0.52,1,11,11
180,0.53,2.0,23.18,5,1,2
180,0.53,3.0,10.3,10,1,2
180,0.53,4.0,5.15,15,1,2
180,0.53,5.0,3.86,16,1,2
180,0.53,6.0,3.86,11,1,1
180,0.53,7.0,2.58,8,1,1
180,0.53,8.0,2.58,2,1,1
180,0.55,2.0,25.66,6,1,2
180,0.55,3.0,13.82,9,1,2
180,0.55,4.0,9.87,9,1,2
180,0.55,5.0,7.9,8,1,1
180,0.55,6.0,5.92,6,1,1
180,0.55,7.0,3.95,4,2,1
180,0.55,8.0,3.95,1,2,1
180,0.57,2.0,38.11,4,1,2
180,0.57,3.0,18.23,4,2,1
180,0.57,4.0,11.6,3,2,1
180,0.57,5.0,0.32,1,26,21
180,0.57,6.0,0.32,1,21,16
180,0.57,7.0,0.32,1,11,11
180,0.57,8.0,0.32,1,6,11
180,0.59,2.0,13.05,8,1,3
180,0.59,3.0,8.16,3,1,3
180,0.59,4.0,0.32,1,21,36
180,0.59,5.0,0.32,1,21,21
180,0.59,6.0,0.32,1,16,16
180,0.59,7.0,0.32,1,16,11
180,0.59,8.0,0.32,1,16,11
180,0.61,2.0,24.78,5,1,2
180,0.61,3.0,12.98,7,2,1
180,0.61,4.0,8.26,9,2,1
180,0.61,5.0,4.72,10,2,1
180,0.61,6.0,3.54,7,2,1
180,0.61,7.0,2.36,7,3,1
180,0.61,8.0,2.36,4,2,1
180,0.63,2.0,27.21,5,1,2
180,0.63,3.0,12.89,7,1,2
180,0.63,4.0,7.16,10,1,2
180,0.63,5.0,5.73,5,1,1
180,0.63,6.0,0.28,1,21,16
180,0.63,7.0,0.28,1,16,11
180,0.63,8.0,0.28,1,11,11
180,0.65,2.0,29.74,4,1,2
180,0.65,3.0,16.73,5,1,2
180,0.65,4.0,11.15,3,1,2
180,0.65,5.0,7.43,2,2,1
180,0.65,6.0,5.58,2,2,1
180,0.65,7.0,3.72,1,2,1
180,0.65,8.0,0.36,1,16,11
180,0.67,2.0,20.41,4,2,1
180,0.67,3.0,9.36,5,3,1
180,0.67,4.0,5.95,5,3,1
180,0.67,5.0,3.4,5,3,1
180,0.67,6.0,2.55,1,3,1
180,0.67,7.0,0.17,1,41,11
180,0.67,8.0,0.17,1,31,11
180,0.69,2.0,26.33,4,2,1
180,0.69,3.0,12.07,6,2,1
180,0.69,4.0,7.68,7,2,1
180,0.69,5.0,4.39,9,3,1
180,0.69,6.0,3.29,6,3,1
180,0.69,7.0,2.19,5,4,1
180,0.69,8.0,2.19,2,3,1
180,0.71,2.0,30.98,5,1,2
180,0.71,3.0,23.24,4,1,2
180,0.71,4.0,18.07,3,1,1
180,0.71,5.0,10.33,2,2,1
180,0.71,6.0,0.5,1,21,16
180,0.71,7.0,0.5,1,21,11
180,0.71,8.0,0.5,1,16,11
180,0.73,2.0,27.22,3,2,1
180,0.73,3.0,12.48,5,3,1
180,0.73,4.0,7.94,5,2,1
180,0.73,5.0,4.54,6,3,1
180,0.73,6.0,3.4,5,2,1
180,0.73,7.0,2.27,3,2,1
180,0.73,8.0,0.22,1,16,11
180,0.75,2.0,16.52,4,3,1
180,0.75,3.0,7.57,8,3,1
180,0.75,4.0,4.82,9,2,1
180,0.75,5.0,2.75,11,3,1
180,0.75,6.0,2.07,11,3,1
180,0.75,7.0,1.38,8,3,1
180,0.75,8.0,1.38,4,3,1
180,0.77,2.0,26.72,4,3,1
180,0.77,3.0,12.25,7,3,1
180,0.77,4.0,7.79,6,3,1
180,0.77,5.0,4.45,6,3,1
180,0.77,6.0,3.34,3,3,1
180,0.77,7.0,2.23,1,4,1
180,0.77,8.0,0.22,1,26,11
180,0.79,2.0,64.92,3,2,1
180,0.79,3.0,29.75,5,3,1
180,0.79,4.0,18.93,4,2,1
180,0.79,5.0,10.82,2,2,1
180,0.79,6.0,0.53,1,26,16
180,0.79,7.0,0.53,1,21,11
180,0.79,8.0,0.53,1,16,11
180,0.81,2.0,53.63,4,2,1
180,0.81,3.0,24.58,7,3,1
180,0.81,4.0,15.64,8,3,1
180,0.81,5.0,8.94,8,3,1
180,0.81,6.0,6.7,3,3,1
180,0.81,7.0,0.44,1,26,11
180,0.81,8.0,0.44,1,16,11
180,0.83,2.0,36.46,4,2,1
180,0.83,3.0,16.71,5,2,1
180,0.83,4.0,10.63,6,2,1
180,0.83,5.0,6.08,5,3,1
180,0.83,6.0,4.56,3,3,1
180,0.83,7.0,0.3,1,31,11
180,0.83,8.0,0.3,1,31,11
180,0.85,2.0,11.11,8,1,3
180,0.85,3.0,6.67,9,1,2
180,0.85,4.0,5.55,6,1,2
180,0.85,5.0,4.44,3,1,1
180,0.85,6.0,0.22,1,21,16
180,0.85,7.0,0.22,1,16,11
180,0.85,8.0,0.22,1,16,11
180,0.87,2.0,23.59,7,1,2
180,0.87,3.0,15.73,9,1,2
180,0.87,4.0,11.01,10,1,1
180,0.87,5.0,6.29,12,2,1
180,0.87,6.0,4.72,6,2,1
180,0.87,7.0,3.15,2,2,1
180,0.87,8.0,0.31,1,11,11
180,0.89,2.0,18.21,6,1,2
180,0.89,3.0,10.92,6,1,2
180,0.89,4.0,6.07,7,1,2
180,0.89,5.0,4.86,6,1,1
180,0.89,6.0,3.64,3,2,1
180,0.89,7.0,2.43,3,2,1
180,0.89,8.0,2.43,2,2,1
180,0.91,2.0,22.03,5,1,2
180,0.91,3.0,11.54,8,2,1
180,0.91,4.0,7.34,9,2,1
180,0.91,5.0,4.2,12,2,1
180,0.91,6.0,3.15,10,2,1
180,0.91,7.0,2.1,8,2,1
180,0.91,8.0,2.1,6,2,1
180,0.93,2.0,9.35,7,1,2
180,0.93,3.0,6.23,8,1,2
180,0.93,4.0,3.9,7,1,2
180,0.93,5.0,3.12,3,1,1
180,0.93,6.0,1.56,1,2,2
180,0.93,7.0,0.15,1,16,11
180,0.93,8.0,0.15,1,11,11
180,0.95,2.0,34.45,4,2,1
180,0.95,3.0,15.79,4,2,1
180,0.95,4.0,10.05,4,2,1
180,0.95,5.0,5.74,2,3,1
180,0.95,6.0,2.87,1,4,2
180,0.95,7.0,0.28,1,26,11
180,0.95,8.0,0.28,1,26,11
180,0.97,2.0,22.61,4,3,1
180,0.97,3.0,10.36,5,3,1
180,0.97,4.0,6.6,2,3,1
180,0.97,5.0,0.94,1,12,4
180,0.97,6.0,0.18,1,47,16
180,0.97,7.0,0.18,1,31,11
180,0.97,8.0,0.18,1,26,11
180,0.99,2.0,16.05,4,2,1
180,0.99,3.0,7.35,6,2,1
180,0.99,4.0,4.68,5,2,1
180,0.99,5.0,0.13,1,36,21
180,0.99,6.0,0.13,1,31,16
180,0.99,7.0,0.13,1,26,11
180,0.99,8.0,0.13,1,21,11
240,0.01,2.0,33.56,1,1,1
240,0.01,3.0,33.56,1,1,1
240,0.01,4.0,33.56,1,1,1
240,0.01,5.0,33.56,1,1,1
240,0.01,6.0,33.56,1,1,1
240,0.01,7.0,33.56,1,1,1
240,0.01,8.0,33.56,1,1,1
240,0.03,2.0,100.0,38,19,19
240,0.03,3.0,100.0,4,12,12
240,0.03,4.0,100.0,2,10,8
240,0.03,5.0,78.69,1,6,4
240,0.03,6.0,78.69,1,4,3
240,0.03,7.0,78.69,1,3,2
240,0.03,8.0,15.37,1,16,11
240,0.05,2.0,100.0,4,4,2
240,0.05,3.0,87.23,2,2,1
240,0.05,4.0,1.55,1,31,36
240,0.05,5.0,1.55,1,16,21
240,0.05,6.0,1.55,1,11,16
240,0.05,7.0,1.55,1,11,11
240,0.05,8.0,1.55,1,1,11
240,0.07,2.0,72.84,8,1,3
240,0.07,3.0,48.56,3,1,2
240,0.07,4.0,24.28,1,2,3
240,0.07,5.0,1.58,1,16,21
240,0.07,6.0,1.58,1,16,16
240,0.07,7.0,1.58,1,11,11
240,0.07,8.0,1.58,1,11,11
240,0.09,2.0,89.03,7,1,3
240,0.09,3.0,48.56,5,1,2
240,0.09,4.0,16.19,1,2,4
240,0.09,5.0,1.58,1,11,21
240,0.09,6.0,1.58,1,1,16
240,0.09,7.0,1.58,1,1,11
240,0.09,8.0,1.58,1,1,11
240,0.11,2.0,100.0,9,6,3
240,0.11,3.0,100.0,4,2,4
240,0.11,4.0,11.9,1,5,7
240,0.11,5.0,2.32,1,21,21
240,0.11,6.0,2.32,1,16,16
240,0.11,7.0,2.32,1,11,11
240,0.11,8.0,2.32,1,11,11
240,0.13,2.0,100.0,6,6,3
240,0.13,3.0,100.0,4,4,2
240,0.13,4.0,64.75,2,1,2
240,0.13,5.0,32.37,2,1,2
240,0.13,6.0,21.58,2,1,2
240,0.13,7.0,2.11,16,1,11
240,0.13,8.0,2.11,11,1,11
240,0.15,2.0,30.09,7,1,4
240,0.15,3.0,22.57,6,1,2
240,0.15,4.0,18.81,4,1,2
240,0.15,5.0,15.04,3,1,1
240,0.15,6.0,11.28,1,1,1
240,0.15,7.0,0.73,1,16,11
240,0.15,8.0,0.73,1,11,11
240,0.17,2.0,100.0,10,2,4
240,0.17,3.0,66.27,5,2,1
240,0.17,4.0,42.17,3,2,1
240,0.17,5.0,24.1,2,2,1
240,0.17,6.0,1.18,1,36,16
240,0.17,7.0,1.18,1,26,11
240,0.17,8.0,1.18,1,21,11
240,0.19,2.0,29.57,5,1,3
240,0.19,3.0,23.0,4,1,2
240,0.19,4.0,0.64,1,31,36
240,0.19,5.0,0.64,1,26,21
240,0.19,6.0,0.64,1,26,16
240,0.19,7.0,0.64,1,21,11
240,0.19,8.0,0.64,1,16,11
240,0.21,2.0,99.58,4,1,2
240,0.21,3.0,45.27,5,1,2
240,0.21,4.0,31.69,2,1,1
240,0.21,5.0,0.88,1,26,21
240,0.21,6.0,0.88,1,21,16
240,0.21,7.0,0.88,1,11,11
240,0.21,8.0,0.88,1,6,11
240,0.23,2.0,86.39,4,2,1
240,0.23,3.0,39.6,6,2,1
240,0.23,4.0,25.2,2,1,1
240,0.23,5.0,10.8,1,2,2
240,0.23,6.0,0.7,1,16,16
240,0.23,7.0,0.7,1,11,11
240,0.23,8.0,0.7,1,1,11
240,0.25,2.0,29.26,7,1,3
240,0.25,3.0,18.62,6,1,2
240,0.25,4.0,13.3,4,1,2
240,0.25,5.0,10.64,1,2,1
240,0.25,6.0,0.52,1,21,16
240,0.25,7.0,0.52,1,21,11
240,0.25,8.0,0.52,1,16,11
240,0.27,2.0,35.77,7,1,3
240,0.27,3.0,26.83,8,1,2
240,0.27,4.0,20.87,5,1,1
240,0.27,5.0,11.92,3,1,1
240,0.27,6.0,0.58,1,16,16
240,0.27,7.0,0.58,1,11,11
240,0.27,8.0,0.58,1,1,11
240,0.29,2.0,37.98,4,3,1
240,0.29,3.0,17.41,7,3,1
240,0.29,4.0,11.08,9,3,1
240,0.29,5.0,6.33,4,3,1
240,0.29,6.0,0.31,1,26,16
240,0.29,7.0,0.31,1,21,11
240,0.29,8.0,0.31,1,16,11
240,0.31,2.0,36.46,4,2,1
240,0.31,3.0,16.71,6,2,1
240,0.31,4.0,10.63,5,1,1
240,0.31,5.0,6.08,2,1,1
240,0.31,6.0,0.3,1,21,16
240,0.31,7.0,0.3,1,16,11
240,0.31,8.0,0.3,1,11,11
240,0.33,2.0,26.87,4,2,1
240,0.33,3.0,12.32,5,2,1
240,0.33,4.0,6.72,1,2,2
240,0.33,5.0,0.22,1,31,21
240,0.33,6.0,0.22,1,16,16
240,0.33,7.0,0.22,1,11,11
240,0.33,8.0,0.22,1,1,11
240,0.35,2.0,54.22,2,2,1
240,0.35,3.0,24.85,2,2,1
240,0.35,4.0,0.44,1,57,36
240,0.35,5.0,0.44,1,26,21
240,0.35,6.0,0.44,1,11,16
240,0.35,7.0,0.44,1,1,11
240,0.35,8.0,0.44,1,1,11
240,0.37,2.0,40.51,4,3,1
240,0.37,3.0,18.57,4,4,1
240,0.37,4.0,11.82,2,3,1
240,0.37,5.0,3.38,1,4,2
240,0.37,6.0,0.33,1,16,16
240,0.37,7.0,0.33,1,1,11
240,0.37,8.0,0.33,1,1,11
240,0.39,2.0,29.33,3,2,1
240,0.39,3.0,13.44,4,3,1
240,0.39,4.0,0.24,1,88,36
240,0.39,5.0,0.24,1,47,21
240,0.39,6.0,0.24,1,21,16
240,0.39,7.0,0.24,1,6,11
240,0.39,8.0,0.24,1,1,11
240,0.41,2.0,42.23,3,2,1
240,0.41,3.0,19.36,3,2,1
240,0.41,4.0,5.28,1,5,3
240,0.41,5.0,0.34,1,36,21
240,0.41,6.0,0.34,1,26,16
240,0.41,7.0,0.34,1,16,11
240,0.41,8.0,0.34,1,11,11
240,0.43,2.0,22.12,4,1,2
240,0.43,3.0,11.58,5,2,1
240,0.43,4.0,6.32,1,2,2
240,0.43,5.0,0.21,1,26,21
240,0.43,6.0,0.21,1,21,16
240,0.43,7.0,0.21,1,16,11
240,0.43,8.0,0.21,1,11,11
240,0.45,2.0,51.84,3,2,1
240,0.45,3.0,23.76,4,2,1
240,0.45,4.0,15.12,3,2,1
240,0.45,5.0,4.32,1,4,3
240,0.45,6.0,0.42,1,16,16
240,0.45,7.0,0.42,1,1,11
240,0.45,8.0,0.42,1,1,11
240,0.47,2.0,35.54,3,2,1
240,0.47,3.0,16.29,2,2,1
240,0.47,4.0,0.29,1,47,36
240,0.47,5.0,0.29,1,31,21
240,0.47,6.0,0.29,1,21,16
240,0.47,7.0,0.29,1,6,11
240,0.47,8.0,0.29,1,1,11
240,0.49,2.0,17.17,4,2,1
240,0.49,3.0,7.87,5,2,1
240,0.49,4.0,5.01,5,3,1
240,0.49,5.0,2.86,4,3,1
240,0.49,6.0,1.43,1,4,2
240,0.49,7.0,0.14,1,26,11
240,0.49,8.0,0.14,1,16,11
240,0.51,2.0,17.99,4,2,1
240,0.51,3.0,8.25,3,2,1
240,0.51,4.0,0.15,1,57,36
240,0.51,5.0,0.15,1,41,21
240,0.51,6.0,0.15,1,31,16
240,0.51,7.0,0.15,1,21,11
240,0.51,8.0,0.15,1,16,11
240,0.53,2.0,29.83,4,2,1
240,0.53,3.0,13.67,5,2,1
240,0.53,4.0,8.7,2,2,1
240,0.53,5.0,0.24,1,47,21
240,0.53,6.0,0.24,1,21,16
240,0.53,7.0,0.24,1,1,11
240,0.53,8.0,0.24,1,1,11
240,0.55,2.0,18.06,4,1,2
240,0.55,3.0,9.03,4,2,1
240,0.55,4.0,1.64,1,4,4
240,0.55,5.0,0.16,1,21,21
240,0.55,6.0,0.16,1,16,16
240,0.55,7.0,0.16,1,1,11
240,0.55,8.0,0.16,1,1,11
240,0.57,2.0,24.09,5,1,2
240,0.57,3.0,12.85,3,1,2
240,0.57,4.0,0.31,1,26,36
240,0.57,5.0,0.31,1,21,21
240,0.57,6.0,0.31,1,16,16
240,0.57,7.0,0.31,1,11,11
240,0.57,8.0,0.31,1,6,11
240,0.59,2.0,21.01,4,1,2
240,0.59,3.0,14.45,2,1,1
240,0.59,4.0,0.26,1,36,36
240,0.59,5.0,0.26,1,16,21
240,0.59,6.0,0.26,1,1,16
240,0.59,7.0,0.26,1,1,11
240,0.59,8.0,0.26,1,1,11
240,0.61,2.0,30.8,5,1,2
240,0.61,3.0,17.83,6,1,1
240,0.61,4.0,11.35,5,1,1
240,0.61,5.0,6.48,3,2,1
240,0.61,6.0,3.24,1,2,2
240,0.61,7.0,0.32,1,11,11
240,0.61,8.0,0.32,1,1,11
240,0.63,2.0,22.12,4,2,1
240,0.63,3.0,10.14,5,2,1
240,0.63,4.0,6.45,4,2,1
240,0.63,5.0,2.76,1,3,2
240,0.63,6.0,0.18,1,16,16
240,0.63,7.0,0.18,1,1,11
240,0.63,8.0,0.18,1,1,11
240,0.65,2.0,22.12,4,2,1
240,0.65,3.0,10.14,5,2,1
240,0.65,4.0,6.45,4,2,1
240,0.65,5.0,2.76,1,3,2
240,0.65,6.0,0.18,1,16,16
240,0.65,7.0,0.18,1,1,11
240,0.65,8.0,0.18,1,1,11
240,0.67,2.0,18.46,4,2,1
240,0.67,3.0,8.46,4,2,1
240,0.67,4.0,5.38,1,2,1
240,0.67,5.0,0.15,1,47,21
240,0.67,6.0,0.15,1,26,16
240,0.67,7.0,0.15,1,16,11
240,0.67,8.0,0.15,1,6,11
240,0.69,2.0,30.19,4,3,1
240,0.69,3.0,13.84,6,3,1
240,0.69,4.0,8.81,4,2,1
240,0.69,5.0,5.03,2,2,1
240,0.69,6.0,0.25,1,1,16
240,0.69,7.0,0.25,1,1,11
240,0.69,8.0,0.25,1,1,11
240,0.71,2.0,20.91,4,2,1
240,0.71,3.0,9.58,6,2,1
240,0.71,4.0,6.1,5,2,1
240,0.71,5.0,0.17,1,41,21
240,0.71,6.0,0.17,1,31,16
240,0.71,7.0,0.17,1,26,11
240,0.71,8.0,0.17,1,16,11
240,0.73,2.0,15.03,4,1,1
240,0.73,3.0,6.89,7,2,1
240,0.73,4.0,4.38,6,2,1
240,0.73,5.0,2.5,4,2,1
240,0.73,6.0,0.12,1,26,16
240,0.73,7.0,0.12,1,11,11
240,0.73,8.0,0.12,1,1,11
240,0.75,2.0,17.1,4,3,1
240,0.75,3.0,7.84,4,3,1
240,0.75,4.0,3.56,1,4,2
240,0.75,5.0,0.14,1,57,21
240,0.75,6.0,0.14,1,36,16
240,0.75,7.0,0.14,1,21,11
240,0.75,8.0,0.14,1,11,11
240,0.77,2.0,16.29,4,2,1
240,0.77,3.0,7.46,7,3,1
240,0.77,4.0,4.75,5,3,1
240,0.77,5.0,2.71,3,3,1
240,0.77,6.0,0.13,1,41,16
240,0.77,7.0,0.13,1,21,11
240,0.77,8.0,0.13,1,6,11
240,0.79,2.0,10.87,4,3,1
240,0.79,3.0,4.98,6,4,1
240,0.79,4.0,3.17,5,3,1
240,0.79,5.0,1.81,2,4,1
240,0.79,6.0,0.09,1,57,16
240,0.79,7.0,0.09,1,41,11
240,0.79,8.0,0.09,1,31,11
240,0.81,2.0,29.71,3,1,2
240,0.81,3.0,15.56,3,2,1
240,0.81,4.0,4.24,1,4,3
240,0.81,5.0,0.28,1,36,21
240,0.81,6.0,0.28,1,26,16
240,0.81,7.0,0.28,1,11,11
240,0.81,8.0,0.28,1,1,11
240,0.83,2.0,15.0,4,2,1
240,0.83,3.0,6.88,4,2,1
240,0.83,4.0,3.75,1,2,2
240,0.83,5.0,0.12,1,36,21
240,0.83,6.0,0.12,1,26,16
240,0.83,7.0,0.12,1,21,11
240,0.83,8.0,0.12,1,11,11
240,0.85,2.0,16.51,3,1,1
240,0.85,3.0,7.57,4,2,1
240,0.85,4.0,4.82,2,2,1
240,0.85,5.0,0.13,1,47,21
240,0.85,6.0,0.13,1,36,16
240,0.85,7.0,0.13,1,21,11
240,0.85,8.0,0.13,1,16,11
240,0.87,2.0,13.65,3,2,1
240,0.87,3.0,6.26,3,3,1
240,0.87,4.0,0.11,1,82,36
240,0.87,5.0,0.11,1,57,21
240,0.87,6.0,0.11,1,36,16
240,0.87,7.0,0.11,1,26,11
240,0.87,8.0,0.11,1,16,11
240,0.89,2.0,16.81,4,3,1
240,0.89,3.0,7.71,6,4,1
240,0.89,4.0,4.9,3,4,1
240,0.89,5.0,0.14,1,88,21
240,0.89,6.0,0.14,1,62,16
240,0.89,7.0,0.14,1,47,11
240,0.89,8.0,0.14,1,36,11
240,0.91,2.0,13.57,3,2,1
240,0.91,3.0,6.22,3,3,1
240,0.91,4.0,3.96,2,3,1
240,0.91,5.0,0.11,1,77,21
240,0.91,6.0,0.11,1,62,16
240,0.91,7.0,0.11,1,47,11
240,0.91,8.0,0.11,1,31,11
240,0.93,2.0,8.91,5,1,2
240,0.93,3.0,5.77,7,1,1
240,0.93,4.0,3.67,6,2,1
240,0.93,5.0,1.05,1,3,3
240,0.93,6.0,0.1,1,16,16
240,0.93,7.0,0.1,1,1,11
240,0.93,8.0,0.1,1,1,11
240,0.95,2.0,14.38,4,1,2
240,0.95,3.0,7.19,6,2,1
240,0.95,4.0,4.58,5,2,1
240,0.95,5.0,1.96,1,4,2
240,0.95,6.0,0.13,1,31,16
240,0.95,7.0,0.13,1,26,11
240,0.95,8.0,0.13,1,21,11
240,0.97,2.0,16.85,3,2,1
240,0.97,3.0,7.72,3,2,1
240,0.97,4.0,2.81,1,3,2
240,0.97,5.0,0.14,1,47,21
240,0.97,6.0,0.14,1,31,16
240,0.97,7.0,0.14,1,21,11
240,0.97,8.0,0.14,1,11,11
240,0.99,2.0,14.99,3,2,1
240,0.99,3.0,6.87,4,3,1
240,0.99,4.0,0.12,1,82,36
240,0.99,5.0,0.12,1,62,21
240,0.99,6.0,0.12,1,47,16
240,0.99,7.0,0.12,1,36,11
240,0.99,8.0,0.12,1,21,11
300,0.01,2.0,100.0,44,44,22
300,0.01,3.0,100.0,22,22,11
