Duration_sec,Rate_flows_sec,Error_Threshold_pct,Sampling_Ratio_pct,S_Queue,S_Hop,S_Egress
300,0.01,4.0,17.84,1,11,36
300,0.01,5.0,17.84,1,1,21
300,0.01,6.0,17.84,1,1,16
300,0.01,7.0,17.84,1,1,11
300,0.01,8.0,17.84,1,1,11
300,0.03,2.0,100.0,10,5,10
300,0.03,3.0,100.0,4,2,4
300,0.03,4.0,83.85,2,1,3
300,0.03,5.0,55.9,2,1,2
300,0.03,6.0,55.9,2,1,2
300,0.03,7.0,27.95,2,1,2
300,0.03,8.0,27.95,2,1,2
300,0.05,2.0,100.0,12,3,6
300,0.05,3.0,100.0,8,2,4
300,0.05,4.0,11.44,1,6,7
300,0.05,5.0,2.23,1,21,21
300,0.05,6.0,2.23,1,16,16
300,0.05,7.0,2.23,1,16,11
300,0.05,8.0,2.23,1,11,11
300,0.07,2.0,100.0,12,12,4
300,0.07,3.0,100.0,2,6,4
300,0.07,4.0,3.2,1,36,36
300,0.07,5.0,3.2,1,21,21
300,0.07,6.0,3.2,1,11,16
300,0.07,7.0,3.2,1,11,11
300,0.07,8.0,3.2,1,1,11
300,0.09,2.0,35.47,6,1,2
300,0.09,3.0,17.74,5,1,2
300,0.09,4.0,13.3,3,1,2
300,0.09,5.0,0.43,1,21,21
300,0.09,6.0,0.43,1,16,16
300,0.09,7.0,0.43,1,11,11
300,0.09,8.0,0.43,1,11,11
300,0.11,2.0,71.58,4,3,1
300,0.11,3.0,32.81,5,5,1
300,0.11,4.0,20.88,6,2,1
300,0.11,5.0,11.93,3,1,1
300,0.11,6.0,0.58,1,16,16
300,0.11,7.0,0.58,1,11,11
300,0.11,8.0,0.58,1,11,11
300,0.13,2.0,92.65,4,1,1
300,0.13,3.0,27.02,5,1,2
300,0.13,4.0,0.75,1,16,36
300,0.13,5.0,0.75,1,6,21
300,0.13,6.0,0.75,1,1,16
300,0.13,7.0,0.75,1,1,11
300,0.13,8.0,0.75,1,1,11
300,0.15,2.0,100.0,6,2,4
300,0.15,3.0,83.85,3,2,1
300,0.15,4.0,53.36,2,2,1
300,0.15,5.0,30.49,3,2,1
300,0.15,6.0,22.87,2,1,1
300,0.15,7.0,7.62,5,1,2
300,0.15,8.0,1.49,21,1,11
300,0.17,2.0,100.0,6,2,4
300,0.17,3.0,83.85,3,2,1
300,0.17,4.0,53.36,2,2,1
300,0.17,5.0,30.49,3,2,1
300,0.17,6.0,22.87,2,1,1
300,0.17,7.0,7.62,5,1,2
300,0.17,8.0,1.49,21,1,11
300,0.19,2.0,35.13,3,2,1
300,0.19,3.0,14.64,1,2,2
300,0.19,4.0,0.29,1,6,36
300,0.19,5.0,0.29,1,1,21
300,0.19,6.0,0.29,1,1,16
300,0.19,7.0,0.29,1,1,11
300,0.19,8.0,0.29,1,1,11
300,0.21,2.0,100.0,8,2,4
300,0.21,3.0,79.02,2,1,1
300,0.21,4.0,1.4,1,36,36
300,0.21,5.0,1.4,1,26,21
300,0.21,6.0,1.4,1,21,16
300,0.21,7.0,1.4,1,16,11
300,0.21,8.0,1.4,1,11,11
300,0.23,2.0,45.99,3,2,1
300,0.23,3.0,19.16,4,1,2
300,0.23,4.0,11.5,1,1,2
300,0.23,5.0,0.37,1,21,21
300,0.23,6.0,0.37,1,16,16
300,0.23,7.0,0.37,1,11,11
300,0.23,8.0,0.37,1,11,11
300,0.25,2.0,64.64,4,3,1
300,0.25,3.0,29.63,7,1,1
300,0.25,4.0,10.77,4,1,2
300,0.25,5.0,5.39,1,2,2
300,0.25,6.0,0.53,1,11,16
300,0.25,7.0,0.53,1,11,11
300,0.25,8.0,0.53,1,6,11
300,0.27,2.0,18.47,4,3,1
300,0.27,3.0,8.46,5,4,1
300,0.27,4.0,5.39,2,3,1
300,0.27,5.0,0.15,1,72,21
300,0.27,6.0,0.15,1,52,16
300,0.27,7.0,0.15,1,31,11
300,0.27,8.0,0.15,1,21,11
300,0.29,2.0,51.93,5,1,2
300,0.29,3.0,31.73,4,2,1
300,0.29,4.0,20.19,2,2,1
300,0.29,5.0,8.65,1,2,2
300,0.29,6.0,5.77,1,2,2
300,0.29,7.0,0.56,1,1,11
300,0.29,8.0,0.56,1,1,11
300,0.31,2.0,21.42,4,1,2
300,0.31,3.0,11.78,5,2,1
300,0.31,4.0,7.5,2,1,1
300,0.31,5.0,0.21,1,21,21
300,0.31,6.0,0.21,1,16,16
300,0.31,7.0,0.21,1,11,11
300,0.31,8.0,0.21,1,6,11
300,0.33,2.0,37.61,4,2,1
300,0.33,3.0,17.24,6,2,1
300,0.33,4.0,10.97,3,2,1
300,0.33,5.0,0.31,1,31,21
300,0.33,6.0,0.31,1,21,16
300,0.33,7.0,0.31,1,16,11
300,0.33,8.0,0.31,1,11,11
300,0.35,2.0,23.47,4,1,2
300,0.35,3.0,14.44,3,1,2
300,0.35,4.0,10.83,2,1,2
300,0.35,5.0,0.35,1,21,21
300,0.35,6.0,0.35,1,16,16
300,0.35,7.0,0.35,1,16,11
300,0.35,8.0,0.35,1,11,11
300,0.37,2.0,34.96,3,2,1
300,0.37,3.0,16.03,3,2,1
300,0.37,4.0,8.74,1,2,2
300,0.37,5.0,0.28,11,1,21
300,0.37,6.0,0.28,1,1,16
300,0.37,7.0,0.28,1,1,11
300,0.37,8.0,0.28,1,1,11
300,0.39,2.0,34.43,3,2,1
300,0.39,3.0,15.78,3,2,1
300,0.39,4.0,0.28,1,57,36
300,0.39,5.0,0.28,1,47,21
300,0.39,6.0,0.28,1,31,16
300,0.39,7.0,0.28,1,16,11
300,0.39,8.0,0.28,1,11,11
300,0.41,2.0,40.46,3,3,1
300,0.41,3.0,18.54,3,5,1
300,0.41,4.0,11.8,2,4,1
300,0.41,5.0,3.37,1,6,2
300,0.41,6.0,0.33,1,21,16
300,0.41,7.0,0.33,1,11,11
300,0.41,8.0,0.33,1,1,11
300,0.43,2.0,15.93,4,1,2
300,0.43,3.0,8.85,4,1,2
300,0.43,4.0,3.54,1,2,2
300,0.43,5.0,0.17,1,26,21
300,0.43,6.0,0.17,1,21,16
300,0.43,7.0,0.17,1,16,11
300,0.43,8.0,0.17,1,11,11
300,0.45,2.0,24.19,4,1,2
300,0.45,3.0,14.01,2,1,1
300,0.45,4.0,0.25,1,41,36
300,0.45,5.0,0.25,1,31,21
300,0.45,6.0,0.25,1,21,16
300,0.45,7.0,0.25,1,16,11
300,0.45,8.0,0.25,1,1,11
300,0.47,2.0,17.9,4,3,1
300,0.47,3.0,8.2,2,3,1
300,0.47,4.0,0.15,1,103,36
300,0.47,5.0,0.15,1,77,21
300,0.47,6.0,0.15,1,47,16
300,0.47,7.0,0.15,1,26,11
300,0.47,8.0,0.15,1,1,11
300,0.49,2.0,17.67,6,1,2
300,0.49,3.0,12.23,6,1,2
300,0.49,4.0,9.52,3,1,1
300,0.49,5.0,0.27,1,31,21
300,0.49,6.0,0.27,1,26,16
300,0.49,7.0,0.27,1,16,11
300,0.49,8.0,0.27,1,11,11
300,0.51,2.0,17.44,3,2,1
300,0.51,3.0,7.99,3,2,1
300,0.51,4.0,0.14,1,77,36
300,0.51,5.0,0.14,1,52,21
300,0.51,6.0,0.14,1,41,16
300,0.51,7.0,0.14,1,26,11
300,0.51,8.0,0.14,1,16,11
300,0.53,2.0,19.89,3,3,1
300,0.53,3.0,9.12,3,4,1
300,0.53,4.0,0.16,1,93,36
300,0.53,5.0,0.16,1,47,21
300,0.53,6.0,0.16,1,11,16
300,0.53,7.0,0.16,1,1,11
300,0.53,8.0,0.16,1,1,11
300,0.55,2.0,22.66,3,2,1
300,0.55,3.0,10.38,3,2,1
300,0.55,4.0,0.18,1,67,36
300,0.55,5.0,0.18,1,47,21
300,0.55,6.0,0.18,1,31,16
300,0.55,7.0,0.18,1,21,11
300,0.55,8.0,0.18,1,11,11
300,0.57,2.0,20.92,4,1,2
300,0.57,3.0,11.51,5,2,1
300,0.57,4.0,7.32,2,2,1
300,0.57,5.0,0.2,1,26,21
300,0.57,6.0,0.2,1,6,16
300,0.57,7.0,0.2,1,1,11
300,0.57,8.0,0.2,1,1,11
300,0.59,2.0,31.95,2,3,1
300,0.59,3.0,14.64,2,3,1
300,0.59,4.0,2.66,1,11,4
300,0.59,5.0,0.26,1,72,21
300,0.59,6.0,0.26,1,41,16
300,0.59,7.0,0.26,1,26,11
300,0.59,8.0,0.26,1,1,11
300,0.61,2.0,15.06,6,1,2
300,0.61,3.0,11.05,6,1,1
300,0.61,4.0,7.03,5,2,1
300,0.61,5.0,4.02,3,2,1
300,0.61,6.0,0.2,1,21,16
300,0.61,7.0,0.2,1,11,11
300,0.61,8.0,0.2,1,1,11
300,0.63,2.0,17.26,4,3,1
300,0.63,3.0,7.91,5,4,1
300,0.63,4.0,5.03,3,4,1
300,0.63,5.0,0.14,1,57,21
300,0.63,6.0,0.14,1,21,16
300,0.63,7.0,0.14,1,1,11
300,0.63,8.0,0.14,1,1,11
300,0.65,2.0,30.56,3,1,1
300,0.65,3.0,14.01,3,2,1
300,0.65,4.0,0.25,1,62,36
300,0.65,5.0,0.25,1,47,21
300,0.65,6.0,0.25,1,26,16
300,0.65,7.0,0.25,1,11,11
300,0.65,8.0,0.25,1,1,11
300,0.67,2.0,38.82,3,4,1
300,0.67,3.0,17.79,3,5,1
300,0.67,4.0,9.71,1,3,2
300,0.67,5.0,0.32,1,31,21
300,0.67,6.0,0.32,1,26,16
300,0.67,7.0,0.32,1,1,11
300,0.67,8.0,0.32,1,1,11
300,0.69,2.0,13.27,4,2,1
300,0.69,3.0,6.08,6,3,1
300,0.69,4.0,3.87,4,3,1
300,0.69,5.0,0.11,1,47,21
300,0.69,6.0,0.11,1,31,16
300,0.69,7.0,0.11,1,21,11
300,0.69,8.0,0.11,1,16,11
300,0.71,2.0,15.87,4,3,1
300,0.71,3.0,7.27,5,2,1
300,0.71,4.0,0.13,108,1,36
300,0.71,5.0,0.13,26,1,21
300,0.71,6.0,0.13,1,1,16
300,0.71,7.0,0.13,1,1,11
300,0.71,8.0,0.13,1,1,11
300,0.73,2.0,23.75,4,2,1
300,0.73,3.0,10.89,4,2,1
300,0.73,4.0,0.19,1,67,36
300,0.73,5.0,0.19,1,36,21
300,0.73,6.0,0.19,1,1,16
300,0.73,7.0,0.19,1,1,11
300,0.73,8.0,0.19,1,1,11
300,0.75,2.0,16.83,3,2,1
300,0.75,3.0,7.72,5,3,1
300,0.75,4.0,2.1,1,5,3
300,0.75,5.0,0.14,1,47,21
300,0.75,6.0,0.14,1,31,16
300,0.75,7.0,0.14,1,16,11
300,0.75,8.0,0.14,1,1,11
300,0.77,2.0,17.05,4,3,1
300,0.77,3.0,7.81,4,3,1
300,0.77,4.0,4.97,2,3,1
300,0.77,5.0,0.14,1,72,21
300,0.77,6.0,0.14,1,57,16
300,0.77,7.0,0.14,1,36,11
300,0.77,8.0,0.14,1,21,11
300,0.79,2.0,12.83,3,4,1
300,0.79,3.0,5.35,1,4,2
300,0.79,4.0,0.1,1,118,36
300,0.79,5.0,0.1,1,82,21
300,0.79,6.0,0.1,1,47,16
300,0.79,7.0,0.1,1,21,11
300,0.79,8.0,0.1,1,1,11
300,0.81,2.0,22.25,4,1,2
300,0.81,3.0,11.13,4,2,1
300,0.81,4.0,7.08,2,2,1
300,0.81,5.0,0.2,1,16,21
300,0.81,6.0,0.2,1,1,16
300,0.81,7.0,0.2,1,1,11
300,0.81,8.0,0.2,1,1,11
300,0.83,2.0,10.07,4,3,1
300,0.83,3.0,4.61,7,4,1
300,0.83,4.0,2.94,8,5,1
300,0.83,5.0,1.68,8,6,1
300,0.83,6.0,1.26,3,7,1
300,0.83,7.0,0.08,1,67,11
300,0.83,8.0,0.08,1,36,11
300,0.85,2.0,15.96,4,3,1
300,0.85,3.0,7.32,7,4,1
300,0.85,4.0,4.66,8,4,1
300,0.85,5.0,2.66,7,4,1
300,0.85,6.0,2.0,2,4,1
300,0.85,7.0,0.13,1,36,11
300,0.85,8.0,0.13,1,26,11
300,0.87,2.0,14.14,4,3,1
300,0.87,3.0,6.48,6,5,1
300,0.87,4.0,4.12,3,5,1
300,0.87,5.0,0.12,1,93,21
300,0.87,6.0,0.12,1,62,16
300,0.87,7.0,0.12,1,36,11
300,0.87,8.0,0.12,1,16,11
300,0.89,2.0,8.08,6,1,2
300,0.89,3.0,5.39,7,1,2
300,0.89,4.0,3.77,7,2,1
300,0.89,5.0,2.16,7,2,1
300,0.89,6.0,1.62,4,3,1
300,0.89,7.0,1.08,3,3,1
300,0.89,8.0,1.08,1,3,1
300,0.91,2.0,25.66,4,3,1
300,0.91,3.0,11.76,6,3,1
300,0.91,4.0,7.48,5,3,1
300,0.91,5.0,2.14,1,6,3
300,0.91,6.0,0.21,1,36,16
300,0.91,7.0,0.21,1,26,11
300,0.91,8.0,0.21,1,21,11
300,0.93,2.0,14.67,4,4,1
300,0.93,3.0,6.73,7,4,1
300,0.93,4.0,4.28,8,3,1
300,0.93,5.0,2.45,9,3,1
300,0.93,6.0,1.83,5,3,1
300,0.93,7.0,1.22,2,3,1
300,0.93,8.0,0.12,1,16,11
300,0.95,2.0,15.99,4,2,1
300,0.95,3.0,7.33,8,2,1
300,0.95,4.0,4.66,11,2,1
300,0.95,5.0,2.66,12,3,1
300,0.95,6.0,2.0,11,3,1
300,0.95,7.0,1.33,10,4,1
300,0.95,8.0,1.33,5,3,1
300,0.97,2.0,13.32,4,2,1
300,0.97,3.0,6.11,8,3,1
300,0.97,4.0,3.89,10,3,1
300,0.97,5.0,2.22,14,3,1
300,0.97,6.0,1.67,14,3,1
300,0.97,7.0,1.11,12,3,1
300,0.97,8.0,1.11,6,2,1
300,0.99,2.0,13.39,4,4,1
300,0.99,3.0,6.14,8,4,1
300,0.99,4.0,3.91,11,3,1
300,0.99,5.0,2.23,14,3,1
300,0.99,6.0,1.67,13,3,1
300,0.99,7.0,1.12,14,3,1
300,0.99,8.0,1.12,10,2,1
360,0.01,2.0,100.0,24,6,12
360,0.01,3.0,100.0,3,3,6
360,0.01,4.0,6.75,1,26,36
360,0.01,5.0,6.75,1,16,21
360,0.01,6.0,6.75,1,16,16
360,0.01,7.0,6.75,1,11,11
360,0.01,8.0,6.75,1,11,11
360,0.03,2.0,34.1,1,1,1
360,0.03,3.0,34.1,1,1,1
360,0.03,4.0,34.1,1,1,1
360,0.03,5.0,34.1,1,1,1
360,0.03,6.0,34.1,1,1,1
360,0.03,7.0,34.1,1,1,1
360,0.03,8.0,34.1,1,1,1
360,0.05,2.0,7.99,1,221,123
360,0.05,3.0,7.99,1,93,57
360,0.05,4.0,7.99,1,11,36
360,0.05,5.0,7.99,1,6,21
360,0.05,6.0,7.99,1,6,16
360,0.05,7.0,7.99,1,6,11
360,0.05,8.0,7.99,1,6,11
360,0.07,2.0,100.0,8,2,4
360,0.07,3.0,54.67,4,1,2
360,0.07,4.0,1.19,1,31,36
360,0.07,5.0,1.19,1,21,21
360,0.07,6.0,1.19,1,6,16
360,0.07,7.0,1.19,1,1,11
360,0.07,8.0,1.19,1,1,11
360,0.09,2.0,100.0,12,8,4
360,0.09,3.0,100.0,4,4,2
360,0.09,4.0,54.13,3,1,2
360,0.09,5.0,2.64,26,1,21
360,0.09,6.0,2.64,21,1,16
360,0.09,7.0,2.64,16,1,11
360,0.09,8.0,2.64,16,1,11
360,0.11,2.0,100.0,8,6,2
360,0.11,3.0,45.89,5,3,1
360,0.11,4.0,29.2,3,3,1
360,0.11,5.0,0.81,1,26,21
360,0.11,6.0,0.81,1,16,16
360,0.11,7.0,0.81,1,16,11
360,0.11,8.0,0.81,1,11,11
360,0.13,2.0,96.06,4,1,2
360,0.13,3.0,48.03,2,1,2
360,0.13,4.0,0.94,1,21,36
360,0.13,5.0,0.94,1,11,21
360,0.13,6.0,0.94,1,1,16
360,0.13,7.0,0.94,1,1,11
360,0.13,8.0,0.94,1,1,11
360,0.15,2.0,66.29,3,2,1
360,0.15,3.0,30.38,3,2,1
360,0.15,4.0,8.29,1,3,3
360,0.15,5.0,0.54,1,31,21
360,0.15,6.0,0.54,1,21,16
360,0.15,7.0,0.54,1,16,11
360,0.15,8.0,0.54,1,6,11
360,0.17,2.0,45.75,4,1,2
360,0.17,3.0,22.87,2,1,2
360,0.17,4.0,0.56,1,31,36
360,0.17,5.0,0.56,1,26,21
360,0.17,6.0,0.56,1,21,16
360,0.17,7.0,0.56,1,16,11
360,0.17,8.0,0.56,1,11,11
360,0.19,2.0,100.0,8,4,2
360,0.19,3.0,59.86,6,1,1
360,0.19,4.0,32.65,2,1,2
360,0.19,5.0,1.06,1,26,21
360,0.19,6.0,1.06,1,21,16
360,0.19,7.0,1.06,1,16,11
360,0.19,8.0,1.06,1,11,11
360,0.21,2.0,46.96,3,2,1
360,0.21,3.0,21.52,3,2,1
360,0.21,4.0,0.38,1,52,36
360,0.21,5.0,0.38,1,31,21
360,0.21,6.0,0.38,1,26,16
360,0.21,7.0,0.38,1,21,11
360,0.21,8.0,0.38,1,21,11
360,0.23,2.0,16.0,6,1,2
360,0.23,3.0,8.0,5,1,2
360,0.23,4.0,0.26,1,26,36
360,0.23,5.0,0.26,1,21,21
360,0.23,6.0,0.26,1,16,16
360,0.23,7.0,0.26,1,16,11
360,0.23,8.0,0.26,1,11,11
360,0.25,2.0,42.07,3,4,1
360,0.25,3.0,19.28,4,5,1
360,0.25,4.0,12.27,2,4,1
360,0.25,5.0,0.34,1,47,21
360,0.25,6.0,0.34,1,26,16
360,0.25,7.0,0.34,1,21,11
360,0.25,8.0,0.34,1,16,11
360,0.27,2.0,21.44,5,1,2
360,0.27,3.0,13.1,7,2,1
360,0.27,4.0,8.34,8,2,1
360,0.27,5.0,4.76,3,2,1
360,0.27,6.0,3.57,1,3,1
360,0.27,7.0,0.23,1,26,11
360,0.27,8.0,0.23,1,26,11
360,0.29,2.0,34.24,4,2,1
360,0.29,3.0,15.69,6,2,1
360,0.29,4.0,9.99,8,2,1
360,0.29,5.0,5.71,8,2,1
360,0.29,6.0,4.28,3,2,1
360,0.29,7.0,1.43,1,3,2
360,0.29,8.0,0.28,1,11,11
360,0.31,2.0,23.59,4,2,1
360,0.31,3.0,10.81,8,2,1
360,0.31,4.0,6.88,10,2,1
360,0.31,5.0,3.93,12,3,1
360,0.31,6.0,2.95,10,2,1
360,0.31,7.0,1.97,4,3,1
360,0.31,8.0,0.19,1,21,11
360,0.33,2.0,33.45,5,1,2
360,0.33,3.0,22.99,4,1,1
360,0.33,4.0,14.63,4,2,1
360,0.33,5.0,8.36,2,2,1
360,0.33,6.0,0.41,1,16,16
360,0.33,7.0,0.41,1,11,11
360,0.33,8.0,0.41,1,1,11
360,0.35,2.0,30.83,3,3,1
360,0.35,3.0,14.13,5,5,1
360,0.35,4.0,8.99,2,4,1
360,0.35,5.0,0.25,1,67,21
360,0.35,6.0,0.25,1,47,16
360,0.35,7.0,0.25,1,26,11
360,0.35,8.0,0.25,1,21,11
360,0.37,2.0,31.17,5,2,1
360,0.37,3.0,14.28,9,2,1
360,0.37,4.0,9.09,8,2,1
360,0.37,5.0,5.19,5,2,1
360,0.37,6.0,3.9,1,2,1
360,0.37,7.0,0.25,1,16,11
360,0.37,8.0,0.25,1,1,11
360,0.39,2.0,27.02,4,3,1
360,0.39,3.0,12.38,6,3,1
360,0.39,4.0,7.88,7,2,1
360,0.39,5.0,4.5,5,2,1
360,0.39,6.0,3.38,3,2,1
360,0.39,7.0,1.13,1,3,2
360,0.39,8.0,0.22,1,11,11
360,0.41,2.0,19.14,4,1,1
360,0.41,3.0,8.77,8,2,1
360,0.41,4.0,5.58,11,2,1
360,0.41,5.0,3.19,13,3,1
360,0.41,6.0,2.39,11,3,1
360,0.41,7.0,1.59,10,4,1
360,0.41,8.0,1.59,5,3,1
360,0.43,2.0,17.29,5,1,2
360,0.43,3.0,10.8,7,1,2
360,0.43,4.0,7.56,4,2,1
360,0.43,5.0,4.32,3,2,1
360,0.43,6.0,0.21,1,26,16
360,0.43,7.0,0.21,1,21,11
360,0.43,8.0,0.21,1,21,11
360,0.45,2.0,30.42,4,2,1
360,0.45,3.0,13.94,5,2,1
360,0.45,4.0,7.61,1,2,2
360,0.45,5.0,0.25,1,31,21
360,0.45,6.0,0.25,1,26,16
360,0.45,7.0,0.25,1,21,11
360,0.45,8.0,0.25,1,16,11
360,0.47,2.0,18.15,4,3,1
360,0.47,3.0,8.32,8,2,1
360,0.47,4.0,5.3,10,2,1
360,0.47,5.0,3.03,14,2,1
360,0.47,6.0,2.27,15,2,1
360,0.47,7.0,1.51,15,3,1
360,0.47,8.0,1.51,10,3,1
360,0.49,2.0,15.14,6,1,2
360,0.49,3.0,9.8,9,1,1
360,0.49,4.0,6.23,11,1,1
360,0.49,5.0,3.56,5,2,1
360,0.49,6.0,2.67,2,2,1
360,0.49,7.0,0.17,1,16,11
360,0.49,8.0,0.17,1,11,11
360,0.51,2.0,8.55,8,1,3
360,0.51,3.0,6.41,8,1,2
360,0.51,4.0,4.99,8,1,1
360,0.51,5.0,2.85,9,2,1
360,0.51,6.0,2.14,6,2,1
360,0.51,7.0,1.42,2,2,1
360,0.51,8.0,0.14,1,16,11
360,0.53,2.0,13.87,5,1,2
360,0.53,3.0,4.33,10,1,3
360,0.53,4.0,3.47,3,1,2
360,0.53,5.0,0.17,1,21,21
360,0.53,6.0,0.17,1,16,16
360,0.53,7.0,0.17,1,16,11
360,0.53,8.0,0.17,1,11,11
360,0.55,2.0,17.04,4,3,1
360,0.55,3.0,7.81,6,5,1
360,0.55,4.0,4.97,7,5,1
360,0.55,5.0,2.84,8,5,1
360,0.55,6.0,2.13,6,5,1
360,0.55,7.0,1.42,4,4,1
360,0.55,8.0,0.71,1,6,2
360,0.57,2.0,16.49,4,1,2
360,0.57,3.0,7.88,5,1,1
360,0.57,4.0,4.3,1,2,2
360,0.57,5.0,0.14,1,31,21
360,0.57,6.0,0.14,1,26,16
360,0.57,7.0,0.14,1,11,11
360,0.57,8.0,0.14,1,6,11
360,0.59,2.0,11.71,6,1,2
360,0.59,3.0,7.58,7,1,1
360,0.59,4.0,4.82,6,2,1
360,0.59,5.0,2.76,5,2,1
360,0.59,6.0,0.69,1,5,3
360,0.59,7.0,0.13,1,21,11
360,0.59,8.0,0.13,1,16,11
360,0.61,2.0,13.29,4,1,2
360,0.61,3.0,7.82,5,1,2
360,0.61,4.0,5.47,4,1,1
360,0.61,5.0,2.35,1,2,2
360,0.61,6.0,0.15,1,21,16
360,0.61,7.0,0.15,1,21,11
360,0.61,8.0,0.15,1,16,11
360,0.63,2.0,18.39,4,2,1
360,0.63,3.0,8.43,6,3,1
360,0.63,4.0,5.36,4,3,1
360,0.63,5.0,0.15,1,72,21
360,0.63,6.0,0.15,1,52,16
360,0.63,7.0,0.15,1,41,11
360,0.63,8.0,0.15,1,31,11
360,0.65,2.0,16.01,4,2,1
360,0.65,3.0,7.34,7,3,1
360,0.65,4.0,4.67,8,2,1
360,0.65,5.0,2.67,8,3,1
360,0.65,6.0,2.0,6,3,1
360,0.65,7.0,1.33,3,4,1
360,0.65,8.0,1.33,1,3,1
360,0.67,2.0,15.4,4,2,1
360,0.67,3.0,7.06,6,3,1
360,0.67,4.0,4.49,6,4,1
360,0.67,5.0,2.57,7,4,1
360,0.67,6.0,1.93,4,4,1
360,0.67,7.0,1.28,1,5,1
360,0.67,8.0,0.13,1,36,11
360,0.69,2.0,11.75,4,2,1
360,0.69,3.0,5.39,8,2,1
360,0.69,4.0,3.43,8,2,1
360,0.69,5.0,1.96,8,2,1
360,0.69,6.0,1.47,6,2,1
360,0.69,7.0,0.98,3,2,1
360,0.69,8.0,0.1,1,21,11
360,0.71,2.0,24.11,4,2,1
360,0.71,3.0,11.05,6,3,1
360,0.71,4.0,7.03,6,3,1
360,0.71,5.0,4.02,6,2,1
360,0.71,6.0,3.01,2,2,1
360,0.71,7.0,0.2,1,16,11
360,0.71,8.0,0.2,1,11,11
360,0.73,2.0,16.75,3,2,1
360,0.73,3.0,7.68,5,3,1
360,0.73,4.0,4.89,5,2,1
360,0.73,5.0,2.79,5,3,1
360,0.73,6.0,1.4,1,4,2
360,0.73,7.0,0.14,1,31,11
360,0.73,8.0,0.14,1,16,11
360,0.75,2.0,18.8,4,2,1
360,0.75,3.0,8.62,8,2,1
360,0.75,4.0,5.48,9,2,1
360,0.75,5.0,3.13,12,3,1
360,0.75,6.0,2.35,9,3,1
360,0.75,7.0,1.57,7,3,1
360,0.75,8.0,1.57,2,3,1
360,0.77,2.0,14.17,5,3,1
360,0.77,3.0,6.49,8,4,1
360,0.77,4.0,4.13,11,4,1
360,0.77,5.0,2.36,17,4,1
360,0.77,6.0,1.77,18,4,1
360,0.77,7.0,1.18,21,5,1
360,0.77,8.0,1.18,17,4,1
360,0.79,2.0,14.57,5,3,1
360,0.79,3.0,6.68,9,4,1
360,0.79,4.0,4.25,12,4,1
360,0.79,5.0,2.43,16,5,1
360,0.79,6.0,1.82,17,4,1
360,0.79,7.0,1.21,19,5,1
360,0.79,8.0,1.21,15,4,1
360,0.81,2.0,10.37,4,3,1
360,0.81,3.0,4.75,8,4,1
360,0.81,4.0,3.02,10,4,1
360,0.81,5.0,1.73,13,5,1
360,0.81,6.0,1.3,15,5,1
360,0.81,7.0,0.86,16,5,1
360,0.81,8.0,0.86,13,4,1
360,0.83,2.0,13.87,4,1,1
360,0.83,3.0,6.36,4,2,1
360,0.83,4.0,4.05,4,2,1
360,0.83,5.0,2.31,3,2,1
360,0.83,6.0,1.73,1,2,1
360,0.83,7.0,0.11,1,21,11
360,0.83,8.0,0.11,1,21,11
360,0.85,2.0,10.41,4,4,1
360,0.85,3.0,4.77,8,6,1
360,0.85,4.0,3.03,11,7,1
360,0.85,5.0,1.73,16,8,1
360,0.85,6.0,1.3,17,6,1
360,0.85,7.0,0.87,21,6,1
360,0.85,8.0,0.87,16,5,1
360,0.87,2.0,12.09,4,4,1
360,0.87,3.0,5.54,6,5,1
360,0.87,4.0,3.53,7,5,1
360,0.87,5.0,2.02,7,6,1
360,0.87,6.0,1.51,1,5,1
360,0.87,7.0,0.1,1,47,11
360,0.87,8.0,0.1,1,36,11
360,0.89,2.0,12.69,4,2,1
360,0.89,3.0,5.81,7,2,1
360,0.89,4.0,3.7,7,2,1
360,0.89,5.0,2.11,6,2,1
360,0.89,6.0,0.53,1,7,3
360,0.89,7.0,0.1,1,31,11
360,0.89,8.0,0.1,1,26,11
360,0.91,2.0,13.83,4,3,1
360,0.91,3.0,6.34,8,5,1
360,0.91,4.0,4.03,10,5,1
360,0.91,5.0,2.3,9,6,1
360,0.91,6.0,1.73,4,5,1
360,0.91,7.0,0.11,1,57,11
360,0.91,8.0,0.11,1,41,11
360,0.93,2.0,13.2,4,3,1
360,0.93,3.0,6.05,7,3,1
360,0.93,4.0,3.85,8,3,1
360,0.93,5.0,2.2,7,4,1
360,0.93,6.0,1.65,4,4,1
360,0.93,7.0,0.11,1,41,11
360,0.93,8.0,0.11,1,31,11
360,0.95,2.0,14.25,4,3,1
360,0.95,3.0,6.53,7,3,1
360,0.95,4.0,4.16,8,4,1
360,0.95,5.0,2.37,11,5,1
360,0.95,6.0,1.78,8,5,1
360,0.95,7.0,1.19,8,6,1
360,0.95,8.0,1.19,3,5,1
360,0.97,2.0,11.86,4,2,1
360,0.97,3.0,5.44,6,2,1
360,0.97,4.0,3.46,6,2,1
360,0.97,5.0,1.98,8,2,1
360,0.97,6.0,1.48,6,2,1
360,0.97,7.0,0.99,2,3,1
360,0.97,8.0,0.49,1,4,2
360,0.99,2.0,10.83,4,2,1
360,0.99,3.0,4.96,8,2,1
360,0.99,4.0,3.16,10,2,1
360,0.99,5.0,1.8,15,3,1
360,0.99,6.0,1.35,13,3,1
360,0.99,7.0,0.9,12,4,1
